id	DESPC	DESSC	DESWC	DESPL	DESPLd	DESPLw	DESSL	DESSLd	DESWLsy	DESWLsyd	DESWLlt	DESWLltd	LDTTRc	LDTTRa	LDMTLD	LDHDD	SYNLE	SYNNP	SYNMEDpos	SYNMEDwrd	SYNMEDlem	SYNSTRUTa	SYNSTRUTt	RDFRE	READFKGL	TOKEN_ATTRIBUTE_RATIO_ALHPA	TOKEN_ATTRIBUTE_RATIO_DIGIT	TOKEN_ATTRIBUTE_RATIO_PUNCT	TOKEN_ATTRIBUTE_RATIO_URL	TOKEN_ATTRIBUTE_RATIO_EMAIL	WORD_SET_INCIDENCE_WRDPRP1s	WORD_SET_INCIDENCE_WRDPRP1p	WORD_SET_INCIDENCE_WRDPRP2	WORD_SET_INCIDENCE_WRDPRP3s	WORD_SET_INCIDENCE_WRDPRP3p	WORD_SET_INCIDENCE_CNCCaus	WORD_SET_INCIDENCE_CNCLogic	WORD_SET_INCIDENCE_CNCTemp	WORD_SET_INCIDENCE_CNCAdd	WORD_SET_INCIDENCE_CNCPos	WORD_SET_INCIDENCE_CNCNeg	WORD_PROPERTY_WRDNOUN	WORD_PROPERTY_WRDVERB	WORD_PROPERTY_WRDADJ	WORD_PROPERTY_WRDADV	WORD_PROPERTY_WRDFRQc	WORD_PROPERTY_WRDFRQa	WORD_PROPERTY_WRDFRQmc	WORD_PROPERTY_WRDFAMc	WORD_PROPERTY_WRDCNCc	WORD_PROPERTY_WRDIMGc	WORD_PROPERTY_WRDMEAc	WORD_PROPERTY_WRDPOLc	WORD_PROPERTY_WRDHYPn	WORD_PROPERTY_WRDHYPv	WORD_PROPERTY_WRDHYPnv	WORD_PROPERTY_AOA	WORD_PROPERTY_AOA_MAX	WORD_PROPERTY_CONCRETENESS	WORD_PROPERTY_PREVALENCE	WORD_PROPERTY_PREVALENCE_MIN	WORD_SET_INCIDENCE_C4_COMMON_WORDS	text_key
1	7.0	4.0	114.0	1.0	0.816496580927726	27.75	28.5	18.411952639521967	1.5263157894736843	0.8223700512326646	4.745614035087719	2.4343100765571797	0.7794117647058824	0.7456140350877193	115.0671791972866	0.8668692397332332	12.75	1.6333333333333333	0.7486564996368918	0.9431372549019608	0.9307915758896151	0.017342831949573524		48.781184210526305	13.535526315789479	0.8307692307692308	0.015384615384615385	0.12307692307692308	0.0	0.0	0.017543859649122806	0.017543859649122806	0.0	0.0	0.0	0.0	0.017543859649122806	0.008771929824561403	0.043859649122807015	0.05263157894736842	0.008771929824561403	0.35964912280701755	0.12280701754385964	0.09649122807017543	0.017543859649122806	-10.503107028216418	-8.361780972607079	-18.6940803528	559.9310344827586	397.8888888888889	405.7241379310345	437.04761904761904	5.6911764705882355	6.684210526315789	2.857142857142857	5.0606060606060606	5.798160597701149	12.79	2.5098850574712643	2.2668402243379386	2.2668402243379386	0.16666666666666666	text
2	3.0	7.0	186.0	3.5	2.1213203435596424	85.5	26.571428571428573	21.006801619611547	1.3494623655913978	0.7435668102320719	4.139784946236559	2.500124960550323	0.8292682926829268	0.5645161290322581	46.00531914893617	0.7946715850651902	10.428571428571429	1.1428571428571428	0.8136980605304583	0.9263796073539458	0.9152684962428347	0.016782151153575637		65.70048387096777	10.696513056835638	0.8028846153846154	0.0	0.10576923076923077	0.0	0.0	0.016129032258064516	0.0	0.005376344086021506	0.021505376344086023	0.0	0.010752688172043012	0.021505376344086023	0.010752688172043012	0.04838709677419355	0.06989247311827956	0.010752688172043012	0.20967741935483872	0.11827956989247312	0.04838709677419355	0.06451612903225806	-10.15825992677195	-7.3060924519790325	-16.0683708191	571.75	357.1190476190476	404.59090909090907	423.275	8.329268292682928	7.095238095238095	1.7272727272727273	4.348837209302325	5.077607238410597	11.56	2.4206535947712418	2.3106690902192093	2.3106690902192093	0.16666666666666666	text
3	3.0	19.0	320.0	9.5	12.020815280171307	150.5	16.842105263157894	10.945639202159901	1.328125	0.6445986698257031	4.071875	2.1952833987043583	0.7763157894736842	0.553125	78.80525686977299	0.8374842643734745	6.368421052631579	1.1505376344086022	0.7234911349887685	0.9278973258292055	0.9048483840302637	0.08906165208556825		77.38088815789477	6.650296052631582	0.8033240997229917	0.0	0.11357340720221606	0.0	0.0	0.00625	0.00625	0.00625	0.025	0.0	0.015625	0.028125	0.00625	0.034375	0.0375	0.015625	0.275	0.096875	0.05625	0.046875	-9.901323437692763	-7.48622509688375	-15.8606653214	579.5061728395061	369.30263157894734	406.9382716049383	425.45588235294116	9.592105263157896	6.3	0.7096774193548387	3.859154929577465	5.0062624775510205	13.37	2.444227642276423	2.316273976683484	2.316273976683484	0.159375	text
4	9.0	6.0	106.0	1.2	0.8366600265340756	20.4	17.666666666666668	5.278888771954441	1.669811320754717	0.9731803348100989	5.160377358490566	2.70497528358686	0.7285714285714285	0.7169811320754716	77.8841463414634	0.8545092742241539	3.1666666666666665	1.52	0.7918684210526316	0.9635	0.9635	0.028270691410226294		47.6372955974843	11.003773584905662	0.8290598290598291	0.008547008547008548	0.09401709401709402	0.0	0.0	0.0	0.009433962264150943	0.0	0.018867924528301886	0.0	0.0	0.009433962264150943	0.0	0.018867924528301886	0.02830188679245283	0.0	0.42452830188679247	0.10377358490566038	0.11320754716981132	0.018867924528301886	-10.72962423734	-9.035046105120754	-17.8060760498	563.0	378.9032258064516	419.65714285714284	441.875	5.542857142857143	5.590909090909091	2.0	4.393939393939394	6.16994812987013	13.5	2.6615584415584417	2.3309174843766867	2.3309174843766867	0.08490566037735849	text
5	3.0	7.0	120.0	3.5	3.5355339059327378	57.5	17.142857142857142	10.399175791516226	1.3916666666666666	0.7810339337072627	4.35	2.3394677265774537	0.9076923076923077	0.75	134.4	0.8851070761443077	6.285714285714286	1.0571428571428572	0.8000395455638423	0.9631093544137023	0.9460590560334806	0.03502885177113852		71.70000000000002	7.517380952380954	0.8308823529411765	0.007352941176470588	0.11764705882352941	0.0	0.0	0.06666666666666667	0.0	0.0	0.041666666666666664	0.0	0.008333333333333333	0.008333333333333333	0.0	0.025	0.03333333333333333	0.008333333333333333	0.3	0.15	0.058333333333333334	0.03333333333333333	-10.250467410464616	-8.132034520315	-18.9412727356	578.05	377.9142857142857	424.525	461.0	8.353846153846154	5.925925925925926	2.0588235294117645	4.431818181818182	5.22897195	11.67	2.6912745098039217	2.329568646932025	2.329568646932025	0.13333333333333333	text
6	3.0	7.0	138.0	3.5	3.5355339059327378	65.0	19.714285714285715	9.690446940402795	1.3985507246376812	0.6454767385707771	4.405797101449275	2.4750954598103925	0.821917808219178	0.7101449275362319	107.150521609538	0.8652842189069246	2.4285714285714284	1.7333333333333334	0.7715469228627123	0.9452450570871623	0.9452450570871623	0.027387799241022238		68.5076086956522	8.601469979296066	0.7467532467532467	0.03896103896103896	0.1038961038961039	0.006493506493506494	0.0	0.0	0.007246376811594203	0.0	0.0	0.0	0.014492753623188406	0.021739130434782608	0.007246376811594203	0.043478260869565216	0.057971014492753624	0.0	0.35507246376811596	0.10144927536231885	0.07246376811594203	0.0	-10.916399781132395	-8.873128258132352	-19.3150978088	552.7428571428571	397.28125	420.74285714285713	464.6818181818182	7.328767123287672	6.2	1.3571428571428572	4.659090909090909	5.920895888888889	12.5	2.6261290322580644	2.2276648173770788	2.2276648173770788	0.11594202898550725	text
7	8.0	7.0	111.0	1.75	0.9574271077563381	27.0	15.857142857142858	12.87670469528302	1.3423423423423424	0.6104468630809504	4.585585585585585	2.258191023679507	0.7910447761194029	0.7387387387387387	118.96137931034484	0.8752235972419466	11.857142857142858	1.1081081081081081	0.8236111111111111	0.9841269841269842	0.9591269841269842	0.03451788845619549		77.17783783783786	6.433925353925357	0.7388059701492538	0.0	0.17164179104477612	0.0	0.0	0.018018018018018018	0.0	0.0	0.11711711711711711	0.0	0.009009009009009009	0.02702702702702703	0.009009009009009009	0.018018018018018018	0.04504504504504504	0.009009009009009009	0.3783783783783784	0.18018018018018017	0.009009009009009009	0.036036036036036036	-11.809073974840299	-9.457638901636036	-18.3370475769	556.0	392.8	424.15	430.94117647058823	6.014925373134329	7.090909090909091	2.0	3.8666666666666667	5.341213164383562	14.78	2.7904054054054055	2.2817185842944077	2.2817185842944077	0.10810810810810811	text
8	3.0	6.0	131.0	3.0	2.8284271247461903	61.5	21.833333333333332	7.756717518813398	1.5038167938931297	0.7783023517841371	4.809160305343512	2.877270351236484	0.75	0.6717557251908397	72.98627616197422	0.8318687216772569	5.333333333333333	1.8064516129032258	0.7430375939849624	0.9611428571428571	0.9554285714285714	0.021895827915564086		57.45126590330791	10.670038167938934	0.7857142857142857	0.02142857142857143	0.06428571428571428	0.0	0.0	0.0	0.04580152671755725	0.0	0.0	0.0	0.0	0.022900763358778626	0.0	0.015267175572519083	0.007633587786259542	0.007633587786259542	0.35877862595419846	0.0916030534351145	0.08396946564885496	0.015267175572519083	-11.107424749269445	-8.778373516812403	-18.9355659485	556.9642857142857	351.5769230769231	379.14285714285717	416.6666666666667	5.305555555555555	6.346153846153846	1.6666666666666667	4.868421052631579	6.537259023809524	13.28	2.4854022988505746	2.2904566548823926	2.2904566548823926	0.10687022900763359	text
9	7.0	4.0	127.0	1.0	0.816496580927726	31.0	31.75	11.528949070347508	1.5748031496062993	0.8500204016166932	5.377952755905512	2.7427512946705446	0.7948717948717948	0.6771653543307087	94.52299174174172	0.8421692972589406	10.25	1.2972972972972974	0.6613600333750521	0.9618272841051314	0.952023362536504	0.015382330088212442		41.3804035433071	15.375177165354334	0.8705035971223022	0.0	0.08633093525179857	0.0	0.0	0.0	0.0	0.0	0.0	0.007874015748031496	0.007874015748031496	0.007874015748031496	0.007874015748031496	0.05511811023622047	0.07086614173228346	0.007874015748031496	0.3464566929133858	0.12598425196850394	0.12598425196850394	0.015748031496062992	-10.748593177546153	-8.55893993377559	-17.5660591125	554.5	383.18518518518516	400.73333333333335	433.95652173913044	7.269230769230769	7.324324324324325	1.875	5.679245283018868	6.474540657894737	12.76	2.6937391304347824	2.336259746377912	2.336259746377912	0.18110236220472442	text
10	5.0	4.0	113.0	1.3333333333333333	0.5773502691896257	37.0	28.25	19.259196937221102	1.5221238938053097	0.8873852554872272	4.831858407079646	2.5596548835008175	0.8970588235294118	0.7964601769911505	155.44869565217394	0.8965056048964477	18.5	1.2	0.768840579710145	0.9710144927536232	0.9637681159420289	0.018373457998961118		49.389568584070815	13.388561946902659	0.8091603053435115	0.0	0.13740458015267176	0.0	0.0	0.0	0.017699115044247787	0.0	0.017699115044247787	0.0	0.008849557522123894	0.008849557522123894	0.02654867256637168	0.061946902654867256	0.09734513274336283	0.0	0.35398230088495575	0.13274336283185842	0.05309734513274336	0.061946902654867256	-9.79836218174	-7.96060142734	-18.2588672638	579.8648648648649	395.5	433.7837837837838	460.46666666666664	9.279411764705882	5.966666666666667	1.2	4.377777777777778	5.274619408163265	11.58	2.645204081632653	2.3158295474317914	2.3158295474317914	0.17699115044247787	text
