id	DESPC	DESSC	DESWC	DESPL	DESPLd	DESPLw	DESSL	DESSLd	DESWLsy	DESWLsyd	DESWLlt	DESWLltd	LDTTRc	LDTTRa	LDMTLD	LDHDD	SYNLE	SYNNP	SYNMEDpos	SYNMEDwrd	SYNMEDlem	SYNSTRUTa	SYNSTRUTt	RDFRE	READFKGL	TOKEN_ATTRIBUTE_RATIO_ALHPA	TOKEN_ATTRIBUTE_RATIO_DIGIT	TOKEN_ATTRIBUTE_RATIO_PUNCT	TOKEN_ATTRIBUTE_RATIO_URL	TOKEN_ATTRIBUTE_RATIO_EMAIL	WORD_SET_INCIDENCE_WRDPRP1s	WORD_SET_INCIDENCE_WRDPRP1p	WORD_SET_INCIDENCE_WRDPRP2	WORD_SET_INCIDENCE_WRDPRP3s	WORD_SET_INCIDENCE_WRDPRP3p	WORD_SET_INCIDENCE_CNCCaus	WORD_SET_INCIDENCE_CNCLogic	WORD_SET_INCIDENCE_CNCTemp	WORD_SET_INCIDENCE_CNCAdd	WORD_SET_INCIDENCE_CNCPos	WORD_SET_INCIDENCE_CNCNeg	WORD_PROPERTY_WRDNOUN	WORD_PROPERTY_WRDVERB	WORD_PROPERTY_WRDADJ	WORD_PROPERTY_WRDADV	WORD_PROPERTY_WRDFRQc	WORD_PROPERTY_WRDFRQa	WORD_PROPERTY_WRDFRQmc	WORD_PROPERTY_WRDFAMc	WORD_PROPERTY_WRDCNCc	WORD_PROPERTY_WRDIMGc	WORD_PROPERTY_WRDMEAc	WORD_PROPERTY_WRDPOLc	WORD_PROPERTY_WRDHYPn	WORD_PROPERTY_WRDHYPv	WORD_PROPERTY_WRDHYPnv	WORD_PROPERTY_AOA	WORD_PROPERTY_AOA_MAX	WORD_PROPERTY_CONCRETENESS	WORD_PROPERTY_PREVALENCE	WORD_PROPERTY_PREVALENCE_MIN	WORD_SET_INCIDENCE_C4_COMMON_WORDS	text_key
1	5.0	2.0	98.0	1.0	0.0	48.5	49.0	1.4142135623730951	1.9081632653061225	1.2021178450034862	5.785714285714286	3.2971402791841533	0.8166666666666667	0.7142857142857143	78.70866141732284	0.8360022423016911	24.5	1.75	0.78	1.0	1.0	0.009433962264150943		-4.330612244897935	26.036326530612246	0.9065420560747663	0.0	0.08411214953271028	0.0	0.0	0.0	0.01020408163265306	0.0	0.01020408163265306	0.01020408163265306	0.0	0.0	0.0	0.030612244897959183	0.030612244897959183	0.0	0.37755102040816324	0.12244897959183673	0.09183673469387756	0.02040816326530612	-10.71726059914	-8.467510585883673	-14.6227006912	558.1333333333333	387.6	434.76666666666665	457.75	8.266666666666667	5.857142857142857	1.25	4.181818181818182	6.196172784810127	12.63	2.5237037037037036	2.3164885228133265	2.3164885228133265	0.20408163265306123	text
2	3.0	5.0	126.0	2.5	2.1213203435596424	60.5	25.2	13.535139452550904	1.2857142857142858	0.6047431568147635	4.190476190476191	2.115520874732408	0.85	0.6904761904761905	100.73262032085562	0.8509546950546893	1.8	0.8484848484848485	0.7715389185977422	0.9125074272133096	0.904931669637552	0.022272975861983246		72.48557142857143	9.409428571428574	0.8787878787878788	0.015151515151515152	0.045454545454545456	0.0	0.0	0.007936507936507936	0.0	0.0	0.07936507936507936	0.0	0.007936507936507936	0.023809523809523808	0.007936507936507936	0.023809523809523808	0.031746031746031744	0.007936507936507936	0.21428571428571427	0.15079365079365079	0.06349206349206349	0.047619047619047616	-10.68570886453	-8.001459708290476	-16.6805286407	582.6470588235294	429.0	455.38235294117646	469.375	7.216666666666667	5.916666666666667	1.4210526315789473	3.161290322580645	4.892755029126214	11.81	2.6883333333333335	2.3178145234999237	2.3178145234999237	0.1111111111111111	text
3	3.0	6.0	132.0	3.0	2.8284271247461903	65.0	22.0	11.933147112141038	1.3484848484848484	0.6298533512203363	4.454545454545454	2.0799428807616542	0.8227848101265823	0.7196969696969697	102.58528339557068	0.8722231469243019	4.833333333333333	1.2777777777777777	0.7436269719391316	0.9738191632928475	0.9686909581646423	0.02413888888888889		70.42318181818183	8.902121212121212	0.86	0.006666666666666667	0.12	0.0	0.0	0.0	0.0	0.0	0.05303030303030303	0.0	0.022727272727272728	0.0	0.015151515151515152	0.022727272727272728	0.045454545454545456	0.0	0.3181818181818182	0.12878787878787878	0.09848484848484848	0.05303030303030303	-10.652708089803797	-8.603335131300758	-18.4235668182	570.3404255319149	400.5581395348837	449.02127659574467	447.14285714285717	7.113924050632911	6.433333333333334	0.9411764705882353	4.446808510638298	5.274479833333333	11.699415	2.7432173913043476	2.3132006877268645	2.3132006877268645	0.17424242424242425	text
4	3.0	5.0	140.0	2.5	2.1213203435596424	69.5	28.0	10.653637876331258	1.3428571428571427	0.6089432829837755	4.2	2.1024138234163336	0.6623376623376623	0.6142857142857143	77.07992244722104	0.84153377078852	3.0	1.3783783783783783	0.6865734098517455	0.9635102821616451	0.9635102821616451	0.017618314754219586		64.80928571428575	11.175714285714285	0.9183673469387755	0.0	0.047619047619047616	0.0	0.0	0.0	0.0	0.007142857142857143	0.02857142857142857	0.02142857142857143	0.0	0.007142857142857143	0.014285714285714285	0.03571428571428571	0.06428571428571428	0.007142857142857143	0.42857142857142855	0.09285714285714286	0.02857142857142857	0.0	-11.438298151088311	-8.735846831117144	-19.1091251373	570.1379310344828	439.17857142857144	473.2758620689655	448.8076923076923	6.701298701298701	6.423076923076923	0.9230769230769231	4.589743589743589	5.012646777777778	10.28	2.84010101010101	2.2749634916061297	2.2749634916061297	0.1357142857142857	text
5	3.0	7.0	137.0	3.5	3.5355339059327378	65.0	19.571428571428573	6.827814263660635	1.3065693430656935	0.5631064547200284	4.182481751824818	2.122079231840478	0.8115942028985508	0.6423357664233577	61.802684903748734	0.8316375864653073	2.142857142857143	1.34375	0.7000359592011135	0.9246719251710177	0.9246719251710177	0.027594313727927346		76.43423357664234	7.460375391032329	0.8299319727891157	0.013605442176870748	0.06802721088435375	0.0	0.0	0.0	0.0	0.0	0.0	0.0364963503649635	0.0	0.014598540145985401	0.021897810218978103	0.021897810218978103	0.0364963503649635	0.0	0.291970802919708	0.145985401459854	0.029197080291970802	0.0364963503649635	-10.601082361656923	-7.889319701959542	-17.2952384949	558.6857142857143	349.625	398.6	415.7037037037037	8.72463768115942	6.818181818181818	1.55	4.309523809523809	5.335148970588236	14.72	2.3918627450980394	2.289871238093744	2.289871238093744	0.17518248175182483	text
6	1.0	4.0	82.0	4.0		82.0	20.5	11.61895003862225	1.3170731707317074	0.6455555322334631	4.195121951219512	2.10489743095022	0.8222222222222222	0.6951219512195121	71.21052631578948	0.8053551386884723	5.0	1.2173913043478262	0.7	0.95	0.9185185185185185	0.02404694071360738		74.60310975609757	7.946463414634149	0.8913043478260869	0.0	0.10869565217391304	0.0	0.0	0.0	0.0	0.04878048780487805	0.0	0.024390243902439025	0.0	0.024390243902439025	0.0	0.06097560975609756	0.06097560975609756	0.012195121951219513	0.2682926829268293	0.17073170731707318	0.07317073170731707	0.036585365853658534	-9.248044893475555	-7.305460516997561	-13.1333808899	580.0	393.04	433.88	443.9166666666667	9.355555555555556	5.75	0.7142857142857143	3.4	5.141412710526316	10.89	2.521315789473684	2.3043138675197468	2.3043138675197468	0.14634146341463414	text
7	3.0	5.0	91.0	2.5	2.1213203435596424	45.0	18.2	5.449770637375485	1.4945054945054945	0.672864958774978	4.945054945054945	2.400752832678567	0.7735849056603774	0.7142857142857143	89.18000000000002	0.8424696488237746	8.2	1.380952380952381	0.6819444444444445	0.9541666666666666	0.9324074074074074	0.025776927563843702		61.9268351648352	9.143164835164836	0.8173076923076923	0.009615384615384616	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01098901098901099	0.02197802197802198	0.01098901098901099	0.03296703296703297	0.0	0.34065934065934067	0.12087912087912088	0.08791208791208792	0.03296703296703297	-10.521253153962265	-8.687643562423334	-13.9415245056	568.4594594594595	422.16129032258067	444.7027027027027	453.90909090909093	9.528301886792454	6.846153846153846	1.5454545454545454	5.27027027027027	6.11559064556962	11.24	2.648148148148148	2.3119129914661745	2.3119129914661745	0.13186813186813187	text
8	5.0	5.0	126.0	2.5	2.1213203435596424	60.5	25.2	14.92313639956427	1.6507936507936507	0.8972621495858193	5.190476190476191	2.864162804630451	0.7733333333333333	0.6825396825396826	87.92924278026227	0.8555749960128586	7.0	1.075	0.7260861791525121	0.9242356517074914	0.9042106204183801	0.022746191388432768		41.59985714285716	13.71736507936508	0.8897058823529411	0.0	0.07352941176470588	0.0	0.0	0.0	0.023809523809523808	0.0	0.0	0.0	0.007936507936507936	0.007936507936507936	0.007936507936507936	0.031746031746031744	0.05555555555555555	0.007936507936507936	0.373015873015873	0.11904761904761904	0.0873015873015873	0.015873015873015872	-11.041876570386666	-8.709481943223016	-15.2471294403	531.4137931034483	384.7857142857143	406.2413793103448	419.8181818181818	6.573333333333333	7.2105263157894735	3.0	6.018867924528302	6.5392484444444445	13.29	2.844181818181818	2.3179794705649077	2.3179794705649077	0.16666666666666666	text
9	5.0	6.0	148.0	3.0	1.4142135623730951	73.5	24.666666666666668	20.848661028149184	1.4932432432432432	0.7692793838146184	4.878378378378378	2.3413043791852246	0.9090909090909091	0.7837837837837838	191.66	0.9026762781430628	3.3333333333333335	1.475	0.7592449315853571	0.9633569739952719	0.9596532702915682	0.0259486505299557		55.469954954954986	11.650270270270273	0.9166666666666666	0.0	0.05128205128205128	0.0	0.0	0.006756756756756757	0.0	0.006756756756756757	0.0	0.0	0.02702702702702703	0.02027027027027027	0.0	0.013513513513513514	0.05405405405405406	0.0	0.3716216216216216	0.12837837837837837	0.07432432432432433	0.02027027027027027	-10.68235914734138	-8.477714016323128	-17.4360103607	565.3877551020408	396.93333333333334	420.7551020408163	451.80555555555554	9.352272727272727	6.242424242424242	1.8421052631578947	4.634615384615385	5.351687925	10.75	2.495737704918033	2.327311053795421	2.327311053795421	0.17567567567567569	text
10	5.0	7.0	124.0	3.5	3.5355339059327378	61.5	17.714285714285715	10.531132982958761	1.6129032258064515	0.8621176180235401	5.008064516129032	2.8498922180216595	0.8235294117647058	0.6854838709677419	108.26395939086294	0.8578478167864418	3.2857142857142856	1.0277777777777777	0.8081118024132731	0.9803921568627451	0.9623633107088989	0.03180244457543308		52.403387096774225	10.350829493087556	0.8723404255319149	0.0	0.12056737588652482	0.0	0.0	0.016129032258064516	0.016129032258064516	0.008064516129032258	0.056451612903225805	0.0	0.0	0.03225806451612903	0.008064516129032258	0.03225806451612903	0.04838709677419355	0.0	0.29838709677419356	0.13709677419354838	0.056451612903225805	0.056451612903225805	-10.848331388311765	-8.342331676718548	-15.2828426361	542.3928571428571	364.6923076923077	415.0357142857143	441.8888888888889	6.352941176470588	5.7727272727272725	1.4705882352941178	3.8974358974358974	5.788812174757282	14.19	2.3946666666666667	2.26415465891006	2.26415465891006	0.1532258064516129	text
